name,reclat,reclong,mass (g),year,family
Yamato 792575,-71.5,35.66667,4.89,1979.0,Chondrite — Ordinary
Miller Range 07259,0.0,0.0,3.5,2007.0,Achondrite — Primitive/Other
Noktat Addagmar,25.7025,-10.78167,779.0,2006.0,Chondrite — Ordinary
Yamato 7303,-71.5,35.66667,3.5,1973.0,Chondrite — Ordinary
Yamato 86116,-71.5,35.66667,3.78,1986.0,Chondrite — Ordinary
Reckling Peak 92409,-76.2201,158.37606,72.2,1992.0,Chondrite — Ordinary
Dominion Range 08185,0.0,0.0,49.3,2008.0,Chondrite — Ordinary
Northwest Africa 5220,0.0,0.0,135.0,2007.0,Chondrite — Ordinary
Grove Mountains 021613,-72.773889,75.336944,1.3,2003.0,Chondrite — Ordinary
Grove Mountains 023101,-72.774444,75.321667,1.07,2003.0,Chondrite — Ordinary
Yamato 790254,-71.5,35.66667,92.26,1979.0,Chondrite — Ordinary
Yamato 791072,-71.5,35.66667,11.4,1979.0,Achondrite — HED
Elephant Moraine 90829,-76.28958,156.4563,7.6,1990.0,Chondrite — Ordinary
Bou Kra 005,26.819,-12.724,31.14,2010.0,Chondrite — Carbonaceous
Asuka 881437,-72.0,26.0,138.36,1988.0,Chondrite — Ordinary
Elephant Moraine 92094,-76.04799,156.09201,16.7,1992.0,Chondrite — Carbonaceous
Jiddat al Harasis 544,19.54752,55.16568,78.8,2008.0,Chondrite — Ordinary
Asuka 881865,-72.0,26.0,19.62,1988.0,Chondrite — Ordinary
Yamato 790895,-71.5,35.66667,2.1,1979.0,Chondrite — Ordinary
Elephant Moraine 90472,-76.27154,156.42026,78.3,1990.0,Chondrite — Ordinary
Yamato 792851,-71.5,35.66667,0.94,1979.0,Chondrite — Ordinary
Miller Range 090216,0.0,0.0,3.6,2009.0,Chondrite — Carbonaceous
Queen Alexandra Range 93332,-84.60357,162.16723,0.7,1993.0,Chondrite — Ordinary
Grove Mountains 023270,-72.77361,75.32028,0.47,2003.0,Chondrite — Ordinary
Miller Range 090128,0.0,0.0,160.3,2009.0,Chondrite — Carbonaceous
Elephant Moraine 90560,-76.28234,156.47428,28.1,1990.0,Chondrite — Ordinary
Patuxent Range 10286,0.0,0.0,6.0,2010.0,Chondrite — Ordinary
Patuxent Range 10287,0.0,0.0,1.8,2010.0,Chondrite — Ordinary
Grove Mountains 054137,-72.79278,75.27472,1.18,2006.0,Chondrite — Ordinary
Dar al Gani 770,26.89583,16.57233,84.6,1999.0,Chondrite — Ordinary
Allan Hills A81202,-76.69472,159.38417,5.4,1981.0,Chondrite — Ordinary
Yamato 75238,-71.5,35.66667,0.51,1975.0,Chondrite — Ordinary
Queen Alexandra Range 02171,-84.0,168.0,15.35,2002.0,Chondrite — Ordinary
Dhofar 574,18.7281,54.38103,687.0,2001.0,Chondrite — Ordinary
Queen Alexandra Range 93555,-84.0,168.0,1.2,1993.0,Chondrite — Ordinary
Queen Alexandra Range 97406,-84.0,168.0,16.0,1997.0,Chondrite — Ordinary
MacAlpine Hills 02475,-84.21667,160.5,6.63,2002.0,Chondrite — Ordinary
Grosvenor Mountains 95604,-85.66667,175.0,153.2,1995.0,Chondrite — Ordinary
Miller Range 07048,0.0,0.0,222.2,2007.0,Chondrite — Ordinary
Frontier Mountain 90046,-72.95596,160.43857,9.46,1990.0,Chondrite — Ordinary
Queen Alexandra Range 99698,-84.0,168.0,3.4,1999.0,Chondrite — Ordinary
Walnut Hill,43.827,-70.24717,220.0,1978.0,Other / Ungrouped
Queen Alexandra Range 93010,-84.63092,162.50513,6214.9,1993.0,Chondrite — Ordinary
Mundrabilla 016,-30.12167,127.38683,4.41,1992.0,Chondrite — Ordinary
Majuba 007,40.61667,-118.38472,1823.3,2007.0,Chondrite — Ordinary
Lewis Cliff 87147,-84.36245,161.37431,5.7,1987.0,Chondrite — Ordinary
Dhofar 284,18.46333,54.03,1337.0,2001.0,Chondrite — Ordinary
Pecora Escarpment 91237,-85.67709,-68.28907,11.8,1991.0,Chondrite — Ordinary
Dar al Gani 985,26.97333,16.54167,96.0,2002.0,Chondrite — Ordinary
Yamato 981116,0.0,0.0,13.47,1998.0,Chondrite — Ordinary
Yamato 793411,-71.5,35.66667,48.92,1979.0,Chondrite — Ordinary
Jiddat al Harasis 434,19.75612,56.31647,186.426,2007.0,Chondrite — Ordinary
Grove Mountains 022553,-72.773611,75.341389,2.12,2003.0,Chondrite — Ordinary
Asuka 881225,-72.0,26.0,452.33,1988.0,Chondrite — Ordinary
Dar al Gani 599,26.916,16.67317,781.0,1998.0,Chondrite — Ordinary
El Médano 144,-24.85,-70.53333,87.0,2011.0,Chondrite — Ordinary
Miller Range 090390,0.0,0.0,18.6,2009.0,Chondrite — Ordinary
Grove Mountains 021729,-72.78972,75.29028,2.97,2003.0,Achondrite — Primitive/Other
Dominion Range 08041,0.0,0.0,145.8,2008.0,Chondrite — Ordinary
Yamato 791179,-71.5,35.66667,7.89,1979.0,Chondrite — Ordinary
Elephant Moraine 92193,-76.04222,155.94038,22000.0,1992.0,Chondrite — Ordinary
Jiddat al Harasis 796,19.80861,55.74861,22.8,,Chondrite — Ordinary
Yamato 793399,-71.5,35.66667,9.6,1979.0,Chondrite — Ordinary
Grove Mountains 021819,-72.77722,75.33806,1.34,2003.0,Chondrite — Ordinary
Northwest Africa 7249,0.0,0.0,6760.0,2012.0,Chondrite — Ordinary
Yamato 793309,-71.5,35.66667,1.59,1979.0,Chondrite — Ordinary
Yamato 74441,-71.72361,35.74167,27.4,1974.0,Chondrite — Ordinary
Queen Alexandra Range 93238,-84.60625,162.12264,27.8,1993.0,Chondrite — Ordinary
Meteorite Hills 00958,-79.68333,159.75,7.0,2000.0,Chondrite — Ordinary
Lewis Cliff 87081,-84.2533,161.39064,24.3,1987.0,Chondrite — Ordinary
Grove Mountains 020153,-72.98056,75.26417,1.6,2003.0,Chondrite — Ordinary
Dhofar 479,19.20111,54.65194,2512.0,2001.0,Chondrite — Ordinary
Algarrobo,-27.08333,-70.58333,1280.0,1959.0,Iron meteorite
Hammadah al Hamra 030,28.76667,12.83333,21.0,1990.0,Chondrite — Ordinary
Dominion Range 10358,0.0,0.0,30.7,2010.0,Chondrite — Ordinary
Queen Alexandra Range 93690,-84.0,168.0,7.5,1993.0,Chondrite — Ordinary
Yamato 74495,0.0,35.66667,220.2,1974.0,Chondrite — Ordinary
Grove Mountains 020075,-72.99583,75.20667,32.2,2003.0,Chondrite — Ordinary
Larkman Nunatak 06326,0.0,0.0,272.2,2006.0,Chondrite — Ordinary
Grove Mountains 020125,-72.97944,75.26028,2.1,2003.0,Chondrite — Ordinary
Lewis Cliff 88729,-84.23198,161.5134,10.1,1988.0,Chondrite — Ordinary
Yamato 86153,-71.5,35.66667,1.28,1986.0,Chondrite — Ordinary
Araslanovo,55.14167,48.2,132000.0,1973.0,Chondrite — Ordinary
Dar al Gani 722,27.06667,16.06667,57.0,1999.0,Chondrite — Ordinary
Queen Alexandra Range 99017,-84.0,168.0,4999.0,1999.0,Chondrite — Ordinary
Dar al Gani 300,26.94467,16.17933,118.0,1997.0,Chondrite — Ordinary
Dhofar 1002,18.55905,54.09825,61.82,2001.0,Chondrite — Ordinary
Grove Mountains 020147,-72.9775,75.26528,2.9,2003.0,Chondrite — Ordinary
Grosvenor Mountains 95554,-85.66667,175.0,201.9,1995.0,Chondrite — Ordinary
Yamato 790785,-71.5,35.66667,177.83,1979.0,Chondrite — Ordinary
Grosvenor Mountains 95635,-85.66667,175.0,75.5,1995.0,Chondrite — Ordinary
Queen Alexandra Range 94636,-84.0,168.0,8.1,1994.0,Chondrite — Ordinary
Yamato 791469,-71.5,35.66667,5.09,1979.0,Chondrite — Ordinary
Northwest Africa 5691,0.0,0.0,259.0,2009.0,Achondrite — HED
Dar al Gani 634,27.37083,15.99133,160.0,1998.0,Chondrite — Ordinary
Elephant Moraine 96057,-76.18333,157.16667,199.7,1996.0,Chondrite — Ordinary
Northwest Africa 7842,0.0,0.0,365.0,2012.0,Chondrite — Ordinary
Lewis Cliff 86117,-84.25718,161.47882,13.5,1986.0,Chondrite — Ordinary
Frontier Mountain 01132,-72.9925,160.4,4.6,2001.0,Chondrite — Ordinary
Miller Range 07619,0.0,0.0,8.8,2007.0,Chondrite — Ordinary
Queen Alexandra Range 94599,-84.0,168.0,22.7,1994.0,Chondrite — Ordinary
Jiddat al Harasis 684,19.74373,55.57045,30.9,2011.0,Chondrite — Ordinary
Meteorite Hills 001111,-79.68333,159.75,36.2,2000.0,Chondrite — Ordinary
Allan Hills A78143,-76.71667,159.66667,2.23,1977.0,Chondrite — Ordinary
Lewis Cliff 88475,-84.24749,161.46423,9.7,1988.0,Chondrite — Ordinary
Miller Range 07564,0.0,0.0,5.8,2007.0,Chondrite — Ordinary
Pecora Escarpment 91167,-85.68627,-68.93891,37.9,1991.0,Chondrite — Ordinary
Yamato 793460,-71.5,35.66667,7.62,1979.0,Chondrite — Ordinary
Acfer 380,27.76667,4.41667,849.0,2002.0,Chondrite — Ordinary
Dominion Range 08143,0.0,0.0,13.9,2008.0,Chondrite — Ordinary
Dominion Range 08255,0.0,0.0,29.3,2008.0,Chondrite — Ordinary
Queen Alexandra Range 99868,-84.0,168.0,9.5,1999.0,Chondrite — Ordinary
Elephant Moraine 90774,-76.28621,156.46293,41.1,1990.0,Chondrite — Ordinary
Elizabeth,42.318,-90.221,732.0,,Iron meteorite
Queen Alexandra Range 93480,-84.0,168.0,6.5,1993.0,Chondrite — Ordinary
Northwest Africa 5863,0.0,0.0,7.5,2009.0,Chondrite — Ordinary
Yamato 75176,-71.5,35.66667,8.95,1975.0,Chondrite — Ordinary
Allan Hills A77155,-76.71667,159.66667,305.3,1977.0,Chondrite — Ordinary
Lewis Cliff 88484,-84.24814,161.40106,8.4,1988.0,Chondrite — Ordinary
Dhofar 1503,18.72345,54.3155,16.9,2009.0,Chondrite — Ordinary
Watson 004,-30.48333,131.55,1.3,2008.0,Chondrite — Ordinary
Lewis Cliff 88689,-84.27222,161.40483,20.4,1988.0,Chondrite — Ordinary
Lewis Cliff 88229,-84.235,161.46128,3.4,1988.0,Chondrite — Ordinary
Queen Alexandra Range 99339,-84.0,168.0,17.1,1999.0,Chondrite — Ordinary
Queen Alexandra Range 90277,-84.59534,162.76926,26.0,1990.0,Chondrite — Ordinary
Queen Alexandra Range 93617,-84.0,168.0,1.3,1993.0,Chondrite — Ordinary
Yamato 981237,0.0,0.0,18.83,1998.0,Chondrite — Ordinary
Elephant Moraine 90078,-76.26699,156.45895,22.9,1990.0,Chondrite — Ordinary
Northwest Africa 7697,0.0,0.0,100.0,2012.0,Chondrite — Carbonaceous
Lookout Hill,-30.09056,128.80583,16.6,1976.0,Chondrite — Carbonaceous
Meteorite Hills 00490,-79.68333,155.75,100.92,2000.0,Chondrite — Ordinary
Lewis Cliff 86440,-84.25534,161.40834,6.9,1986.0,Chondrite — Ordinary
Kinsella,53.2,-111.43333,3720.0,1946.0,Iron meteorite
Dhofar 482,19.15083,54.68333,380.0,2001.0,Chondrite — Ordinary
Queen Alexandra Range 99091,-84.0,168.0,356.8,1999.0,Chondrite — Ordinary
Elephant Moraine 87624,-76.26971,156.47439,17.2,1987.0,Chondrite — Ordinary
Asuka 881591,-72.0,26.0,12.94,1988.0,Chondrite — Ordinary
Grove Mountains 020273,-72.98611,75.21389,8.25,2003.0,Chondrite — Ordinary
Sayh al Uhaymir 520,20.42087,56.50033,30.2,2009.0,Chondrite — Ordinary
Yamato 791487,-71.5,35.66667,13.95,1979.0,Chondrite — Ordinary
Queen Alexandra Range 99557,-84.0,168.0,11.2,1999.0,Chondrite — Ordinary
Axtell,31.66,-96.97167,6200.0,1943.0,Chondrite — Carbonaceous
Asuka 881725,-72.0,26.0,33.27,1988.0,Chondrite — Carbonaceous
Asuka 881758,-72.0,26.0,42.47,1988.0,Chondrite — Ordinary
Bendock,-37.15,148.91667,27000.0,1898.0,Stony-iron
Yamato 790035,-71.5,35.66667,4.5,1979.0,Chondrite — Ordinary
Elephant Moraine 90131,-76.28585,156.45513,26.9,1990.0,Chondrite — Ordinary
Sayh al Uhaymir 285,21.0689,57.31327,9.3,2004.0,Chondrite — Ordinary
Miller Range 090785,0.0,0.0,90.3,2009.0,Chondrite — Carbonaceous
Yamato 75148,-71.5,35.66667,8.51,1975.0,Chondrite — Ordinary
Queen Alexandra Range 97731,-84.0,168.0,18.1,1997.0,Chondrite — Ordinary
Yamato 791141,-71.5,35.66667,16.2,1979.0,Chondrite — Ordinary
Dar al Gani 029,27.20167,16.093,1620.0,1995.0,Chondrite — Ordinary
Queen Alexandra Range 93461,-84.0,168.0,66.3,1993.0,Chondrite — Ordinary
Allan Hills A77303,-76.71667,159.66667,78.59999999999998,1977.0,Chondrite — Ordinary
Miller Range 090934,0.0,0.0,33.3,2009.0,Chondrite — Ordinary
Meteorite Hills 01269,-79.68333,159.75,18.6,2001.0,Chondrite — Ordinary
Queen Alexandra Range 99783,-84.0,168.0,34.51,1999.0,Chondrite — Ordinary
Meteorite Hills 01117,-79.68333,159.75,84.1,2001.0,Chondrite — Ordinary
Queen Alexandra Range 97316,-84.0,168.0,23.4,1997.0,Chondrite — Ordinary
Dar al Gani 456,27.79783,15.94167,838.0,1998.0,Chondrite — Ordinary
Queen Alexandra Range 97822,-84.0,168.0,7.0,1997.0,Chondrite — Ordinary
Yamato 792705,-71.5,35.66667,3.86,1979.0,Chondrite — Ordinary
Dhofar 801,19.05568,54.55108,119.15,2001.0,Chondrite — Ordinary
Allan Hills 84081,-76.92365,156.95124,612.3,1984.0,Chondrite — Ordinary
Queen Alexandra Range 97853,-84.0,168.0,38.9,1997.0,Chondrite — Ordinary
Grosvenor Mountains 95634,-85.66667,175.0,119.8,1995.0,Chondrite — Ordinary
Dhofar 1650,19.05822,54.57192,930.0,2011.0,Chondrite — Ordinary
Elephant Moraine 87547,-76.04544,156.09938,1223.2,1987.0,Chondrite — Ordinary
Queen Alexandra Range 99106,-84.0,168.0,10.2,1999.0,Chondrite — Ordinary
Lewis Cliff 87040,-84.34866,161.39599,418.2,1987.0,Chondrite — Ordinary
Frontier Mountain 90101,-72.95489,160.44469,1.1,1990.0,Chondrite — Ordinary
Elephant Moraine 87739,-76.28462,156.45129,8.4,1987.0,Chondrite — Ordinary
Northwest Africa 3247,0.0,0.0,100.0,2006.0,Chondrite — Ordinary
Grove Mountains 022113,-72.77917,75.31056,33.49,2003.0,Chondrite — Ordinary
Meteorite Hills 00742,-79.68333,155.75,1.19,2000.0,Chondrite — Carbonaceous
Meteorite Hills 01064,-79.68333,159.75,242.4,2001.0,Chondrite — Ordinary
Yamato 74471,0.0,35.66667,85.7,1974.0,Chondrite — Ordinary
Allan Hills A81247,-76.71664,158.73072,104.2,1981.0,Chondrite — Ordinary
Cuddeback Dry Lake 028,35.296,-117.472,19.5,2008.0,Chondrite — Ordinary
Queen Alexandra Range 99854,-84.0,168.0,1.3,1999.0,Chondrite — Ordinary
Yamato 982638,0.0,0.0,4.45,1998.0,Chondrite — Ordinary
Dhofar 1250,18.534528,54.167889,142.0,2005.0,Chondrite — Ordinary
Daraj 141,29.58333,11.78333,94.0,1986.0,Chondrite — Ordinary
Meteorite Hills 001037,-79.68333,159.75,18.1,2000.0,Chondrite — Ordinary
Queen Alexandra Range 99290,-84.0,168.0,2.9,1999.0,Chondrite — Ordinary
Frontier Mountain 90027,-72.95404,160.50371,16.0,1990.0,Chondrite — Ordinary
Grove Mountains 020101,-72.99417,75.20444,2.59,2003.0,Chondrite — Ordinary
Yamato 791558,-71.5,35.66667,101.64,1979.0,Chondrite — Ordinary
Northwest Africa 819,0.0,0.0,254.0,2000.0,Chondrite — Ordinary
Pecora Escarpment 91277,-85.69208,-67.64826,71.4,1991.0,Chondrite — Ordinary
Sahara 99033,0.0,0.0,108.0,1999.0,Chondrite — Ordinary
Allan Hills 88155,-76.71086,159.15038,2.44,1988.0,Chondrite — Ordinary
Lewis Cliff 87049,-84.35338,161.35777,309.7,1987.0,Chondrite — Ordinary
Jiddat al Harasis 389,19.27943,55.76672,1059.7,2003.0,Chondrite — Ordinary
Yamato 791417,-71.5,35.66667,39.68,1979.0,Chondrite — Ordinary
Queen Alexandra Range 99302,-84.0,168.0,10.0,1999.0,Chondrite — Ordinary
MacAlpine Hills 88202,-84.21667,160.5,2.3,1988.0,Chondrite — Ordinary
Queen Alexandra Range 94306,-84.0,168.0,52.2,1994.0,Chondrite — Ordinary
Queen Alexandra Range 94562,-84.0,168.0,4.8,1994.0,Chondrite — Ordinary
Yamato 793260,-71.5,35.66667,7.4,1979.0,Chondrite — Ordinary
Yamato 983602,0.0,0.0,11.91,1998.0,Chondrite — Ordinary
Queen Alexandra Range 93030,-84.6278,162.00223,896.9,1993.0,Chondrite — Ordinary
Dar al Gani 537,27.18767,16.335,46.0,1997.0,Chondrite — Ordinary
Frontier Mountain 01050,-72.99,160.40722,3.2,2001.0,Chondrite — Ordinary
Grove Mountains 020006,-73.09639,75.2025,1.67,2002.0,Chondrite — Ordinary
Queen Alexandra Range 99273,-84.0,168.0,5.6,1999.0,Chondrite — Ordinary
Zelfana,32.15833,4.63333,1058.0,2002.0,Chondrite — Ordinary
Yamato 790260,-71.5,35.66667,433.9,1979.0,Achondrite — HED
Elephant Moraine 83362,-76.32722,157.19472,10.1,1983.0,Chondrite — Ordinary
Yamato 86538,-71.5,35.66667,1.42,1986.0,Chondrite — Ordinary
Miller Range 07056,0.0,0.0,68.1,2007.0,Chondrite — Ordinary
Dar al Gani 955,27.13183,16.20767,18500.0,1999.0,Chondrite — Ordinary
Pecora Escarpment 02022,-85.63333,-68.7,34.66,2002.0,Chondrite — Ordinary
Dhofar 695,19.28167,54.83,702.0,2002.0,Chondrite — Ordinary
Lewis Cliff 85384,-84.27872,161.37077,5.6,1985.0,Chondrite — Ordinary
Yamato 790470,-71.5,35.66667,17.07,1979.0,Chondrite — Ordinary
Asuka 880668,-72.0,26.0,14.1,1988.0,Chondrite — Ordinary
Allan Hills 84150,-77.02435,156.97828,20.0,1984.0,Chondrite — Ordinary
Sayh al Uhaymir 240,20.56093,57.3326,341.65,2002.0,Chondrite — Ordinary
Northwest Africa 6697,0.0,0.0,67.05,2010.0,Chondrite — Carbonaceous
Grove Mountains 021756,-72.7847,75.2892,0.23,2003.0,Chondrite — Ordinary
Yamato 983874,0.0,0.0,34.61,1998.0,Chondrite — Ordinary
Dominion Range 10566,0.0,0.0,38.5,2010.0,Chondrite — Ordinary
Allan Hills A78007,-76.71667,159.66667,8.45,1977.0,Chondrite — Ordinary
Dhofar 628,19.106,54.81438,2220.0,2001.0,Chondrite — Ordinary
Miller Range 07279,0.0,0.0,9.8,2007.0,Chondrite — Ordinary
Allan Hills A77292,-76.71667,159.66667,199.6,1977.0,Chondrite — Ordinary
Yamato 86246,-71.5,35.66667,1.32,1986.0,Chondrite — Ordinary
Asuka 9031,-72.0,26.0,243.49,1990.0,Chondrite — Ordinary
Queen Alexandra Range 97698,-84.0,168.0,3.9,1997.0,Chondrite — Ordinary
Grove Mountains 022066,-72.77861,75.31528,1.29,2003.0,Chondrite — Ordinary
Yamato 82058,-71.5,35.66667,127.95,1982.0,Chondrite — Ordinary
Grove Mountains 020123,-72.97778,75.26,3.39,2003.0,Chondrite — Ordinary
Queen Alexandra Range 94633,-84.0,168.0,63.9,1994.0,Chondrite — Ordinary
Weatherford,35.5,-98.7,2000.0,1926.0,Chondrite — Carbonaceous
Frontier Mountain 90073,-72.95563,160.46457,20.6,1990.0,Chondrite — Ordinary
De Hoek,-29.38333,23.1,20930.0,1960.0,Iron meteorite
Queen Alexandra Range 93203,-84.57585,162.57082,1.4,1993.0,Chondrite — Ordinary
Dhofar 1411,19.07285,54.77768,12.09,2001.0,Chondrite — Ordinary
Dhofar 1409,19.14145,54.8788,128.96,2001.0,Chondrite — Ordinary
Northwest Africa 017,31.33333,-4.33333,78.0,1999.0,Chondrite — Ordinary
Grove Mountains 052263,-72.77611,75.33444,8.15,2006.0,Chondrite — Ordinary
Elephant Moraine 92130,-76.06999,155.87635,43.9,1992.0,Chondrite — Ordinary
Asuka 880036,-72.0,26.0,14.34,1988.0,Chondrite — Ordinary
Miller Range 07373,0.0,0.0,20.8,2007.0,Chondrite — Ordinary
Queen Alexandra Range 99248,-84.0,168.0,14.4,1999.0,Chondrite — Ordinary
Allan Hills A81143,-76.67972,159.33694,12.5,1981.0,Chondrite — Ordinary
Grosvenor Mountains 95543,-85.66667,175.0,222.9,1995.0,Chondrite — Ordinary
Patuxent Range 10247,0.0,0.0,1.8,2010.0,Chondrite — Ordinary
Grove Mountains 022921,-72.7747,75.3231,2.43,2003.0,Chondrite — Ordinary
Queen Alexandra Range 94643,-84.0,168.0,11.1,1994.0,Chondrite — Ordinary
Yamato 983651,0.0,0.0,7.13,1998.0,Chondrite — Ordinary
Yamato 75285,-71.5,35.66667,3.25,1975.0,Achondrite — HED
Meteorite Hills 00506,-79.68333,155.75,301.1,2000.0,Chondrite — Ordinary
Yamato 981994,0.0,0.0,5.33,1998.0,Chondrite — Ordinary
Yamato 82075,-71.5,35.66667,9.23,1982.0,Achondrite — HED
Lost Draw,33.28944,-102.54306,309.0,1980.0,Other / Ungrouped
Allan Hills 83022,-76.81791,158.19091,5.4,1983.0,Chondrite — Ordinary
Hugo (stone),39.13333,-103.48333,80.0,1936.0,Chondrite — Ordinary
Elephant Moraine 90081,-76.28072,156.50143,39.1,1990.0,Chondrite — Ordinary
Yamato 790355,-71.5,35.66667,1.27,1979.0,Chondrite — Ordinary
Miller Range 07362,0.0,0.0,4.2,2007.0,Chondrite — Ordinary
Dhofar 241,18.65183,54.77383,451.8,2001.0,Chondrite — Ordinary
Pecora Escarpment 01033,-85.65507,-68.66553,3.6,2002.0,Chondrite — Ordinary
Asuka 87311,-72.0,26.0,101.42,1987.0,Chondrite — Ordinary
Elephant Moraine 82611,-76.31944,157.28139,12.6,1982.0,Chondrite — Ordinary
Asuka 880770,-72.0,26.0,1166.03,1988.0,Chondrite — Ordinary
Miller Range 090467,0.0,0.0,10.1,2009.0,Chondrite — Carbonaceous
Yamato 983599,0.0,0.0,57.28,1998.0,Chondrite — Ordinary
Allan Hills A78220,-76.71667,159.66667,8.57,1977.0,Chondrite — Ordinary
Grove Mountains 054476,-72.91611,75.10028,50.74,2006.0,Chondrite — Ordinary
Yamato 790459,-71.5,35.66667,19.92,1979.0,Chondrite — Ordinary
Yamato 790387,-71.5,35.66667,21.13,1979.0,Chondrite — Ordinary
Sayh al Uhaymir 095,21.12307,56.98238,230.0,2000.0,Chondrite — Ordinary
Yamato 791670,-71.5,35.66667,541.72,1979.0,Chondrite — Ordinary
Elephant Moraine 96027,-76.18333,157.16667,2038.3,1996.0,Chondrite — Ordinary
Miller Range 090024,0.0,0.0,744.7,2009.0,Chondrite — Ordinary
Lewis Cliff 87205,-84.2726,161.71632,51.3,1987.0,Chondrite — Ordinary
Yamato 791411,-71.5,35.66667,4.96,1979.0,Chondrite — Ordinary
Elephant Moraine 90520,-76.28272,156.46237,21.4,1990.0,Chondrite — Ordinary
Jiddat al Harasis 757,19.72139,55.70944,178.0,,Chondrite — Ordinary
Queen Alexandra Range 97959,-84.0,168.0,34.8,1997.0,Chondrite — Ordinary
Elephant Moraine 90071,-76.29026,156.45207,103.4,1990.0,Chondrite — Ordinary
Elephant Moraine 87596,-76.27292,156.50649,90.0,1987.0,Chondrite — Ordinary
Yamato 791065,-71.5,35.66667,9.56,1979.0,Chondrite — Ordinary
Yamato 75139,-71.5,35.66667,103.0,1975.0,Chondrite — Ordinary
Queen Alexandra Range 02170,-84.0,168.0,24.9,2002.0,Chondrite — Ordinary
Yamato 983393,0.0,0.0,9.24,1998.0,Chondrite — Ordinary
Lawrence,38.96667,-95.16667,515.0,1928.0,Chondrite — Ordinary
Yamato 791175,-71.5,35.66667,2.67,1979.0,Chondrite — Ordinary
Yamato 792707,-71.5,35.66667,3.55,1979.0,Chondrite — Ordinary
Yamato 791483,-71.5,35.66667,73.59,1979.0,Chondrite — Ordinary
Tabbita,-34.05,145.83333,3100.0,1983.0,Chondrite — Ordinary
Twentynine Palms,34.075,-116.01667,19700.0,1944.0,Chondrite — Ordinary
Yamato 981581,0.0,0.0,6.59,1998.0,Chondrite — Ordinary
Queen Alexandra Range 02154,-84.0,168.0,2.1,2002.0,Chondrite — Ordinary
Dhofar 594,18.7247,54.39503,1806.0,2001.0,Chondrite — Ordinary
Queen Alexandra Range 971018,-84.0,168.0,0.1,1997.0,Chondrite — Ordinary
LaPaz Icefield 02399,-86.36667,-70.0,5.81,2002.0,Chondrite — Ordinary
Asuka 881590,-72.0,26.0,261.64,1988.0,Chondrite — Ordinary
Elephant Moraine 83376,-76.28806,157.24944,79.3,1983.0,Achondrite — HED
Yamato 983791,0.0,0.0,4.65,1998.0,Chondrite — Ordinary
Queen Alexandra Range 99191,-84.0,168.0,100.0,1999.0,Chondrite — Ordinary
El Médano 087,-24.85,-70.53333,13.9,2011.0,Chondrite — Ordinary
Grove Mountains 050245,-72.98972,75.26167,3.2,2006.0,Chondrite — Ordinary
Lewis Cliff 86210,-84.25592,161.3721,9.2,1986.0,Stony-iron
Reckling Peak 92437,-76.24041,158.09012,2.9,1992.0,Chondrite — Ordinary
Northwest Africa 6121,0.0,0.0,289.1,2003.0,Chondrite — Ordinary
Hangman Crossing,38.91972,-85.94722,1300.0,1976.0,Chondrite — Ordinary
Dhofar 1649,19.04562,54.58178,143.0,2011.0,Chondrite — Ordinary
Yamato 74174,-71.5,35.66667,20.9,1974.0,Chondrite — Ordinary
Queen Alexandra Range 97155,-84.0,168.0,27.2,1997.0,Chondrite — Ordinary
Lewis Cliff 87118,-84.36589,161.18416,27.2,1987.0,Chondrite — Ordinary
Hezma,33.25,10.46667,62.0,2002.0,Chondrite — Ordinary
Patuxent Range 10232,0.0,0.0,18.4,2010.0,Chondrite — Ordinary
Meteorite Hills 01050,-79.68333,159.75,1375.1,2001.0,Chondrite — Ordinary
Yamato 790107,-71.5,35.66667,1.39,1979.0,Chondrite — Ordinary
Estación Imilac,-24.22983,-68.89253,1908.0,2004.0,Chondrite — Ordinary
Elephant Moraine 82607,-76.29417,157.3225,165.3,1982.0,Chondrite — Ordinary
Sayh al Uhaymir 295,21.00987,57.03862,4780.0,2004.0,Chondrite — Ordinary
Miller Range 090449,0.0,0.0,25.3,2009.0,Chondrite — Ordinary
Yamato 790782,-71.5,35.66667,938.8,1979.0,Chondrite — Ordinary
Pecora Escarpment 82505,-85.61621,-68.5873,3085.5,1982.0,Chondrite — Ordinary
Dhofar 951,18.63167,54.23167,274.0,2002.0,Chondrite — Ordinary
Jiddat al Harasis 102,19.51185,56.98178,1007.33,1998.0,Chondrite — Ordinary
Queen Alexandra Range 99430,-84.0,168.0,7.3,1999.0,Chondrite — Ordinary
Yamato 8444,-71.5,35.66667,0.2,1984.0,Chondrite — Ordinary
Dhofar 819,19.04028,54.49387,72.14,2001.0,Chondrite — Ordinary
Yamato 983051,0.0,0.0,17.58,1998.0,Chondrite — Ordinary
Allan Hills A77278,-76.71667,159.66667,312.9,1977.0,Chondrite — Ordinary
Northwest Africa 7208,0.0,0.0,39.0,2010.0,Chondrite — Carbonaceous
Dhofar 965,19.15314,54.96017,247.0,2004.0,Chondrite — Ordinary
Shallowater,33.7,-101.93333,4650.0,1936.0,Achondrite — Primitive/Other
Miller Range 07516,0.0,0.0,2.1,2007.0,Chondrite — Ordinary
Grove Mountains 022187,-72.781111,75.292222,9.74,2003.0,Chondrite — Ordinary
Yamato 983052,0.0,0.0,16.8,1998.0,Chondrite — Ordinary
Yamato 793523,-71.5,35.66667,13.25,1979.0,Chondrite — Ordinary
